日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2019/8/15,'000021,深科技,8.14,8.21,7.72,7.74,7.91,0.23,2.9077,1.9187,28229097,226735839.4,11976051215,11976051215,22555
2019/8/14,'000021,深科技,7.91,8.02,7.81,7.86,7.71,0.2,2.594,1.5686,23078612,183143663,11637661561,11637661561,19021
2019/8/13,'000021,深科技,7.71,7.73,7.56,7.58,7.66,0.05,0.6527,0.5847,8602800,65918405.98,11343409689,11343409689,9860
2019/8/12,'000021,深科技,7.66,7.67,7.4,7.41,7.39,0.27,3.6536,0.6257,9206138,69442362.44,11269846721,11269846721,6201
2019/8/9,'000021,深科技,7.39,7.63,7.37,7.6,7.55,-0.16,-2.1192,0.6037,8881477,66509724.37,10872606693,10872606693,6679
2019/8/8,'000021,深科技,7.55,7.61,7.5,7.58,7.55,0,0,0.5779,8501988,64191707.71,11108008191,11108008191,6952
2019/8/7,'000021,深科技,7.55,7.75,7.54,7.71,7.67,-0.12,-1.5645,0.628,9238801,70606488.12,11108008191,11108008191,7384
2019/8/6,'000021,深科技,7.67,7.8,7.38,7.8,7.93,-0.26,-3.2787,1.0782,15863578,121265393.8,11284559314,11284559314,12918
2019/8/5,'000021,深科技,7.93,8.12,7.84,7.86,7.9,0.03,0.3797,0.834,12270017,98113203.33,11667086749,11667086749,9692
2019/8/2,'000021,深科技,7.9,7.95,7.81,7.9,8.08,-0.18,-2.2277,0.8465,12454915,98123945.94,11622948968,11622948968,8526
2019/8/1,'000021,深科技,8.08,8.23,8.03,8.1,8.16,-0.08,-0.9804,0.7962,11713714,94947853.95,11887775653,11887775653,8788
2019/7/31,'000021,深科技,8.16,8.2,8.04,8.09,8.08,0.08,0.9901,1.2199,17947871,146247877.5,12005476402,12005476402,12538
2019/7/30,'000021,深科技,8.08,8.1,7.94,8.02,8.02,0.06,0.7481,0.8772,12905915,103875653.8,11887775653,11887775653,7814
2019/7/29,'000021,深科技,8.02,8.07,7.91,8,7.97,0.05,0.6274,0.591,8695535,69470914.02,11799500091,11799500091,6310
2019/7/26,'000021,深科技,7.97,8.08,7.92,8.01,8.07,-0.1,-1.2392,0.5892,8668500,69145549.08,11725937123,11725937123,6251
2019/7/25,'000021,深科技,8.07,8.13,7.88,7.94,7.94,0.13,1.6373,1.0476,15412472,123927911,11873063059,11873063059,10923
2019/7/24,'000021,深科技,7.94,8.03,7.85,7.9,7.81,0.13,1.6645,0.7632,11229070,89372577.49,11681799342,11681799342,10184
2019/7/23,'000021,深科技,7.81,7.83,7.7,7.74,7.74,0.07,0.9044,0.3834,5641200,43941449,11490535625,11490535625,6153
2019/7/22,'000021,深科技,7.74,8.02,7.66,7.95,7.97,-0.23,-2.8858,0.705,10372856,80713532.6,11387547470,11387547470,11207
2019/7/19,'000021,深科技,7.97,8.13,7.94,7.99,7.91,0.06,0.7585,0.7491,11021270,88437149.79,11725937123,11725937123,9306
2019/7/18,'000021,深科技,7.91,8.06,7.89,8.05,8.13,-0.22,-2.706,0.8891,13081240,104218998.8,11637661561,11637661561,11547
2019/7/17,'000021,深科技,8.13,8.22,7.84,7.84,7.94,0.19,2.3929,1.569,23084625,187174715.4,11961338621,11961338621,14228
2019/7/16,'000021,深科技,7.94,7.95,7.81,7.88,7.87,0.07,0.8895,0.5713,8405073,66317083.6,11681799342,11681799342,6481
2019/7/15,'000021,深科技,7.87,7.98,7.58,7.72,7.74,0.13,1.6796,0.6947,10220327,79960920.01,11578811187,11578811187,7979
2019/7/12,'000021,深科技,7.74,7.77,7.64,7.68,7.67,0.07,0.9126,0.4316,6349579,49011227.15,11387547470,11387547470,4079
2019/7/11,'000021,深科技,7.67,7.81,7.65,7.81,7.73,-0.06,-0.7762,0.4781,7034669,54408595.58,11284559314,11284559314,5182
2019/7/10,'000021,深科技,7.73,7.83,7.69,7.74,7.72,0.01,0.1295,0.5474,8053135,62562504.55,11372834876,11372834876,5964
2019/7/9,'000021,深科技,7.72,7.88,7.62,7.84,7.84,-0.12,-1.5306,0.8982,13214176,101938016.4,11358122282,11358122282,10611
2019/7/8,'000021,深科技,7.84,8.19,7.81,8.17,8.2,-0.36,-4.3902,1.1396,16766297,132971169.4,11534673406,11534673406,15016
2019/7/5,'000021,深科技,8.2,8.23,8.13,8.17,8.19,0.01,0.1221,0.5216,7674621,62779294.17,12064326777,12064326777,5864
2019/7/4,'000021,深科技,8.19,8.26,8.12,8.2,8.2,-0.01,-0.122,0.6677,9823737,80316964.27,12049614183,12049614183,7819
2019/7/3,'000021,深科技,8.2,8.32,8.15,8.32,8.33,-0.13,-1.5606,1.0034,14763096,121099525.3,12064326777,12064326777,12142
2019/7/2,'000021,深科技,8.33,8.52,8.3,8.49,8.48,-0.15,-1.7689,1.2342,18157586,152304460.5,12255590494,12255590494,13826
2019/7/1,'000021,深科技,8.48,8.53,8.28,8.35,8.13,0.35,4.305,1.9906,29287498,246908653.2,12476279398,12476279398,19861
2019/6/28,'000021,深科技,8.13,8.24,8.09,8.17,8.28,-0.15,-1.8116,1.0038,14768893,120251161.1,11961338621,11961338621,13217
2019/6/27,'000021,深科技,8.28,8.39,8.23,8.31,8.22,0.06,0.7299,1.2211,17964905,149486812.1,12182027526,12182027526,12626
2019/6/26,'000021,深科技,8.32,8.43,8.17,8.23,8.3,0.02,0.241,0.8615,12675405,105580408.7,12240877900,12240877900,8021
2019/6/25,'000021,深科技,8.3,8.48,8.13,8.43,8.45,-0.15,-1.7751,1.3111,19290351,160096588.5,12211452713,12211452713,12466
2019/6/24,'000021,深科技,8.45,8.65,8.41,8.52,8.46,-0.01,-0.1182,1.1008,16195703,137609403.8,12432141617,12432141617,11567
2019/6/21,'000021,深科技,8.46,8.51,8.37,8.49,8.36,0.1,1.1962,1.532,22539755,190412988.1,12446854211,12446854211,13631
2019/6/20,'000021,深科技,8.36,8.42,8.15,8.21,8.21,0.15,1.827,1.3542,19923206,165466216.6,12299728275,12299728275,13172
2019/6/19,'000021,深科技,8.21,8.4,8.2,8.3,8.11,0.1,1.233,1.2789,18816065,156276269.3,12079039370,12079039370,12592
2019/6/18,'000021,深科技,8.11,8.23,8.07,8.21,8.21,-0.1,-1.218,0.7007,10309503,83803686.22,11931913434,11931913434,8215
2019/6/17,'000021,深科技,8.21,8.26,8.11,8.15,8.18,0.03,0.3667,0.6269,9222657,75513925.19,12079039370,12079039370,7121
2019/6/14,'000021,深科技,8.18,8.55,8.15,8.52,8.49,-0.31,-3.6514,1.418,20861977,173573290.7,12034901589,12034901589,15354
2019/6/13,'000021,深科技,8.49,8.69,8.42,8.6,8.61,-0.12,-1.3937,1.4513,21353000,182311431,12490991992,12490991992,15757
2019/6/12,'000021,深科技,8.61,8.73,8.35,8.39,8.45,0.16,1.8935,2.1729,31969347,271823035.6,12667543115,12667543115,22394
2019/6/11,'000021,深科技,8.45,8.47,8.01,8.16,8.15,0.3,3.681,1.9132,28147688,232941973.8,12432141617,12432141617,21716
2019/6/10,'000021,深科技,8.15,8.29,8.11,8.11,8.11,0.04,0.4932,1.1834,17411547,142470736.9,11990763809,11990763809,14833
2019/6/6,'000021,深科技,8.11,8.66,8.05,8.62,8.7,-0.59,-6.7816,2.6672,39241762,325265300,11931913434,11931913434,28060
2019/6/5,'000021,深科技,8.7,8.91,8.67,8.8,8.66,0.04,0.4619,1.8193,26765898,235502829.8,12799956458,12799956458,16875
2019/6/4,'000021,深科技,8.66,8.94,8.59,8.82,8.91,-0.25,-2.8058,2.0023,29458575,257804889.8,12741106084,12741106084,21260
2019/6/3,'000021,深科技,8.91,9.16,8.76,9.15,9.05,-0.14,-1.547,3.4017,50048468,448391196.1,13108920924,13108920924,35229
2019/5/31,'000021,深科技,9.05,9.15,8.63,8.66,8.67,0.38,4.3829,4.0041,58910651,526120154.8,13314897235,13314897235,40209
2019/5/30,'000021,深科技,8.67,8.83,8.5,8.83,8.94,-0.27,-3.0201,2.3282,34253494,296132394.9,12755818677,12755818677,24494
2019/5/29,'000021,深科技,8.94,9.14,8.66,8.66,8.76,0.18,2.0548,3.6586,53827277,482426868.5,13153058705,13153058705,37007
2019/5/28,'000021,深科技,8.76,8.85,8.63,8.74,8.8,-0.04,-0.4545,2.5003,36785473,321672412.6,12888232020,12888232020,26601
2019/5/27,'000021,深科技,8.8,8.9,8.16,8.25,8.19,0.61,7.4481,3.0963,45555005,392758381.6,12947082394,12947082394,34473
2019/5/24,'000021,深科技,8.19,8.7,8.17,8.53,8.71,-0.52,-5.9701,2.5099,36926671,309969567.3,12049614183,12049614183,27229
2019/5/23,'000021,深科技,8.71,9.01,8.68,8.98,9.02,-0.31,-3.4368,2.7916,41071647,361935839.9,12814669052,12814669052,29650
2019/5/22,'000021,深科技,9.02,9.08,8.63,8.69,8.83,0.19,2.1518,4.3188,63541091,564358831.2,13270759454,13270759454,46652
2019/5/21,'000021,深科技,8.83,9.15,8.41,8.78,8.76,0.07,0.7991,5.7233,84204286,735540248.2,12991220175,12991220175,53778
2019/5/20,'000021,深科技,8.76,8.76,8.06,8.19,7.96,0.8,10.0503,5.298,77947078,664144760.3,12888232020,12888232020,46340
2019/5/17,'000021,深科技,7.96,8.24,7.91,8.07,8.04,-0.08,-0.995,1.7339,25510244,205897966.2,11711224530,11711224530,15954
2019/5/16,'000021,深科技,8.04,8.11,7.98,8.11,8.12,-0.08,-0.9852,1.1051,16258268,130685148.2,11828925279,11828925279,10506
2019/5/15,'000021,深科技,8.12,8.17,8.03,8.1,7.99,0.13,1.627,1.2645,18603608,150507450.9,11946626028,11946626028,12202
2019/5/14,'000021,深科技,7.99,8.26,7.98,8.06,8.14,-0.15,-1.8428,1.6898,24861231,201133041.7,11755362310,11755362310,17933
2019/5/13,'000021,深科技,8.14,8.34,8.03,8.17,8.12,0.02,0.2463,2.0347,29935552,244566630.6,11976051215,11976051215,20836
2019/5/10,'000021,深科技,8.12,8.13,7.38,7.82,7.68,0.44,5.7292,2.3766,34965224,275195363.3,11946626028,11946626028,26215
2019/5/9,'000021,深科技,7.68,7.93,7.59,7.65,7.67,0.01,0.1304,1.1566,17016469,131885696.3,11299271908,11299271908,14514
2019/5/8,'000021,深科技,7.67,7.92,7.23,7.36,7.54,0.13,1.7241,1.6797,24712075,189669010,11284559314,11284559314,18968
2019/5/7,'000021,深科技,7.54,7.67,7.35,7.62,7.45,0.09,1.2081,1.2536,18444394,138785758.3,11093295597,11093295597,14713
2019/5/6,'000021,深科技,7.45,8.09,7.45,8.04,8.28,-0.83,-10.0242,2.0537,30215646,234017900.4,10960882254,10960882254,22416
2019/4/30,'000021,深科技,8.28,8.35,8.07,8.07,8.01,0.27,3.3708,1.2973,19086586,157394560.5,12182027526,12182027526,18030
2019/4/29,'000021,深科技,8.01,8.62,7.84,8.56,8.53,-0.52,-6.0961,1.9629,28879337,236080005.1,11784787498,11784787498,21083
2019/4/26,'000021,深科技,8.53,8.69,8.42,8.42,8.49,0.04,0.4711,1.3416,19737935,169555807.4,12549842366,12549842366,13328
2019/4/25,'000021,深科技,8.49,8.97,8.46,8.83,8.79,-0.3,-3.413,1.7736,26093659,227707435.2,12490991992,12490991992,20177
2019/4/24,'000021,深科技,8.79,8.84,8.53,8.67,8.57,0.22,2.5671,1.4453,21264591,185491239.5,12932369801,12932369801,16484
2019/4/23,'000021,深科技,8.57,8.91,8.47,8.9,8.88,-0.31,-3.491,1.8054,26562093,229213679.3,12608692741,12608692741,19458
2019/4/22,'000021,深科技,8.88,9.11,8.87,9,8.96,-0.08,-0.8929,1.3346,19635982,176402699.6,13064783143,13064783143,14425
2019/4/19,'000021,深科技,8.96,8.97,8.81,8.91,8.98,-0.02,-0.2227,1.5362,22601513,201121681.1,13182483893,13182483893,16221
2019/4/18,'000021,深科技,8.98,9.19,8.98,9.18,9.16,-0.18,-1.9651,1.6515,24297335,220469355,13211909080,13211909080,16511
2019/4/17,'000021,深科技,9.16,9.33,9.1,9.15,9.15,0.01,0.1093,2.3889,35146475,323379194.2,13476735765,13476735765,20366
2019/4/16,'000021,深科技,9.15,9.16,8.7,8.87,8.99,0.16,1.7798,2.2261,32751008,293122183.4,13462023172,13462023172,22259
2019/4/15,'000021,深科技,8.99,9.32,8.98,9.19,9.02,-0.03,-0.3326,1.8396,27065251,247729527.3,13226621673,13226621673,18475
2019/4/12,'000021,深科技,9.02,9.37,8.94,9.26,9.3,-0.28,-3.0108,2.1393,31474449,286291160.1,13270759454,13270759454,22319
2019/4/11,'000021,深科技,9.3,9.54,9.27,9.54,9.54,-0.24,-2.5157,1.9473,28649280,268365858.3,13682712076,13682712076,18195
2019/4/10,'000021,深科技,9.54,9.6,9.21,9.38,9.48,0.06,0.6329,2.7119,39899690,374913550.7,14035814323,14035814323,27899
2019/4/9,'000021,深科技,9.48,9.56,9.17,9.3,9.35,0.13,1.3904,2.1112,31061136,293182587.3,13947538761,13947538761,22754
2019/4/8,'000021,深科技,9.35,9.64,9.13,9.58,9.57,-0.22,-2.2989,3.2751,48185677,450472915.4,13756275044,13756275044,34310
2019/4/4,'000021,深科技,9.57,9.83,9.51,9.82,9.82,-0.25,-2.5458,4.4798,65909966,633971559,14079952104,14079952104,43967
2019/4/3,'000021,深科技,9.82,10.48,9.66,10.19,9.75,0.07,0.7179,5.861,86230620,857412670.1,14447766945,14447766945,54417
2019/4/2,'000021,深科技,9.75,9.97,9.61,9.76,9.8,-0.05,-0.5102,5.3141,78184731,761599829.1,14344778789,14344778789,51035
2019/4/1,'000021,深科技,9.8,9.94,9.46,9.46,9.38,0.42,4.4776,6.0802,89455632,868369185.8,14418341757,14418341757,51130
2019/3/29,'000021,深科技,9.38,9.5,8.78,8.96,9.06,0.32,3.532,5.6092,82526393,758341650.4,13800412825,13800412825,49018
2019/3/28,'000021,深科技,9.06,9.65,9.02,9.3,9.45,-0.39,-4.127,6.5386,96199632,900678003.2,13329609829,13329609829,50607
2019/3/27,'000021,深科技,9.45,10.12,9.24,10.05,9.99,-0.54,-5.4054,8.2832,121867536,1161473395,13903400980,13903400980,61508
2019/3/26,'000021,深科技,9.99,10.79,9.78,10.19,10.87,-0.88,-8.0957,10.9158,160599512,1634797281,14697881036,14697881036,86657
2019/3/25,'000021,深科技,10.87,11.08,10.08,10.5,10.07,0.8,7.9444,11.1537,164100538,1788134944,15992589276,15992589276,71667
2019/3/22,'000021,深科技,10.07,10.07,9.22,9.68,9.15,0.92,10.0546,10.1463,149278088,1464877103,14815581785,14815581785,62073
2019/3/21,'000021,深科技,9.15,9.15,8.15,8.15,8.32,0.83,9.976,2.483,36530817,324917505.2,13462023172,13462023172,15779
2019/3/20,'000021,深科技,8.32,8.9,8.1,8.64,8.44,-0.12,-1.4218,2.0342,29928267,250808340,12240877900,12240877900,22165
2019/3/19,'000021,深科技,8.44,8.66,8.12,8.16,8.19,0.25,3.0525,2.4132,35504244,299708001.9,12417429024,12417429024,23033
2019/3/18,'000021,深科技,8.19,8.19,7.74,7.83,7.9,0.29,3.6709,1.4748,21698284,174614850.3,12049614183,12049614183,20066
2019/3/15,'000021,深科技,7.9,8.01,7.78,7.86,7.81,0.09,1.1524,1.2659,18624212,147178507,11622948968,11622948968,15850
2019/3/14,'000021,深科技,7.81,8.2,7.7,8.15,8.2,-0.39,-4.7561,1.9243,28310861,223185832.6,11490535625,11490535625,24204
2019/3/13,'000021,深科技,8.2,8.74,8.05,8.74,8.76,-0.56,-6.3927,2.8761,42315619,354730125.7,12064326777,12064326777,29152
2019/3/12,'000021,深科技,8.76,8.87,8.4,8.6,8.48,0.28,3.3019,3.1675,46602646,403233422.1,12888232020,12888232020,32838
2019/3/11,'000021,深科技,8.48,8.6,8.15,8.45,8.11,0.37,4.5623,2.7606,40615614,340882363,12476279398,12476279398,26325
2019/3/8,'000021,深科技,8.11,8.9,7.72,7.95,8.1,0.01,0.1235,4.0359,59378086,498503570.4,11931913434,11931913434,37439
2019/3/7,'000021,深科技,8.1,8.23,7.82,7.93,7.96,0.14,1.7588,1.7694,26032597,210286219.4,11917200840,11917200840,20041
2019/3/6,'000021,深科技,7.96,8.04,7.72,7.92,7.91,0.05,0.6321,1.695,24937379,195850362,11711224530,11711224530,17802
2019/3/5,'000021,深科技,7.91,7.94,7.48,7.53,7.52,0.39,5.1862,1.8249,26849050,207613464.4,11637661561,11637661561,18217
2019/3/4,'000021,深科技,7.52,7.72,7.48,7.49,7.45,0.07,0.9396,1.4726,21665984,164730915.1,11063870410,11063870410,17441
2019/3/1,'000021,深科技,7.45,7.48,7.32,7.41,7.36,0.09,1.2228,0.8474,12466718,92331069.78,10960882254,10960882254,12299
2019/2/28,'000021,深科技,7.36,7.51,7.3,7.4,7.43,-0.07,-0.9421,0.8581,12625249,93233339,10828468912,10828468912,12545
2019/2/27,'000021,深科技,7.43,7.6,7.32,7.47,7.48,-0.05,-0.6684,1.0944,16100803,120165313.3,10931457067,10931457067,15791
2019/2/26,'000021,深科技,7.48,7.71,7.42,7.7,7.72,-0.24,-3.1088,1.757,25850024,195512498.6,11005020035,11005020035,20995
2019/2/25,'000021,深科技,7.72,7.75,7.4,7.49,7.34,0.38,5.1771,2.2728,33439046,254650041.2,11358122282,11358122282,22008
2019/2/22,'000021,深科技,7.34,7.38,7.01,7.01,7.05,0.29,4.1135,1.6739,24627778,178071810.3,10799043724,10799043724,18281
2019/2/21,'000021,深科技,7.05,7.28,7.02,7.11,7.15,-0.1,-1.3986,1.4594,21471660,153666835.4,10372378509,10372378509,17876
2019/2/20,'000021,深科技,7.15,7.25,7.05,7.19,7.22,-0.07,-0.9695,1.1186,16456866,117455806.7,10519504446,10519504446,15850
2019/2/19,'000021,深科技,7.22,7.53,7.15,7.53,7.36,-0.14,-1.9022,2.1117,31068110,226600764.4,10622492601,10622492601,24899
2019/2/18,'000021,深科技,7.36,7.45,6.96,7.02,6.77,0.59,8.7149,2.6305,38701272,280927703.2,10828468912,10828468912,27103
2019/2/15,'000021,深科技,6.77,7.04,6.77,6.84,6.77,0,0,1.3212,19438031,134609761.6,9960425888,9960425888,17191
2019/2/14,'000021,深科技,6.77,6.87,6.66,6.8,6.8,-0.03,-0.4412,1.2358,18182500,123108903.1,9960425888,9960425888,16813
2019/2/13,'000021,深科技,6.8,6.99,6.39,6.39,6.39,0.41,6.4163,2.4085,35435985,238970596.6,10004563668,10004563668,24081
2019/2/12,'000021,深科技,6.39,6.45,6.22,6.26,6.26,0.13,2.0767,1.1257,16562021,105514088,9401347330,9401347330,14100
2019/2/11,'000021,深科技,6.26,6.29,6.04,6.04,6.03,0.23,3.8143,0.8541,12566608,77899048.31,9210083612,9210083612,11562
2019/2/1,'000021,深科技,6.03,6.04,5.81,5.84,5.83,0.2,3.4305,0.4886,7188894,42799626.5,8871693959,8871693959,8257
2019/1/31,'000021,深科技,5.83,5.97,5.73,5.95,5.91,-0.08,-1.3536,0.4974,7318531,42777814.55,8577442086,8577442086,7830
2019/1/30,'000021,深科技,5.91,6.08,5.91,5.96,5.96,-0.05,-0.8389,0.4228,6220015,37192215.79,8695142835,8695142835,7031
2019/1/29,'000021,深科技,5.96,6.11,5.83,6.1,6.08,-0.12,-1.9737,0.5377,7910702,47024532.63,8768705803,8768705803,8483
2019/1/28,'000021,深科技,6.08,6.23,6.06,6.14,6.11,-0.03,-0.491,0.4748,6986015,42865241.18,8945256927,8945256927,7753
2019/1/25,'000021,深科技,6.11,6.24,6.11,6.21,6.19,-0.08,-1.2924,0.4546,6688250,41330899.78,8989394708,8989394708,6501
2019/1/24,'000021,深科技,6.19,6.27,6.04,6.08,6.06,0.13,2.1452,0.6827,10044396,62132705.73,9107095457,9107095457,9130
2019/1/23,'000021,深科技,6.06,6.1,6.02,6.07,6.08,-0.02,-0.3289,0.2582,3798361,22998810.71,8915831740,8915831740,5584
2019/1/22,'000021,深科技,6.08,6.22,6.03,6.18,6.17,-0.09,-1.4587,0.3977,5850713,35686997.5,8945256927,8945256927,7451
2019/1/21,'000021,深科技,6.17,6.23,6.09,6.14,6.14,0.03,0.4886,0.5189,7635029,47111181.51,9077670270,9077670270,9757
2019/1/18,'000021,深科技,6.14,6.23,6.04,6.23,6.22,-0.08,-1.2862,0.7376,10851673,66222989.87,9033532489,9033532489,10028
2019/1/17,'000021,深科技,6.22,6.24,6.12,6.21,6.18,0.04,0.6472,0.4709,6927691,42886332.06,9151233238,9151233238,9134
2019/1/16,'000021,深科技,6.18,6.31,6.17,6.24,6.28,-0.1,-1.5924,0.6224,9157596,57005675.93,9092382863,9092382863,7400
2019/1/15,'000021,深科技,6.28,6.29,6.12,6.18,6.13,0.15,2.447,0.7904,11629223,72430358.39,9239508800,9239508800,9973
2019/1/14,'000021,深科技,6.13,6.22,6.08,6.19,6.2,-0.07,-1.129,0.45,6620389,40680942.3,9018819895,9018819895,7320
2019/1/11,'000021,深科技,6.2,6.27,6.11,6.11,6.11,0.09,1.473,0.5103,7508547,46512091.66,9121808051,9121808051,6786
2019/1/10,'000021,深科技,6.11,6.27,6.08,6.08,6.07,0.04,0.659,0.5852,8609496,53083489.43,8989394708,8989394708,9103
2019/1/9,'000021,深科技,6.07,6.18,6.03,6.1,6.03,0.04,0.6633,0.7895,11616141,71134461.91,8930544333,8930544333,9957
2019/1/8,'000021,深科技,6.03,6.13,5.98,6.03,6.03,0,0,0.6387,9397172,56863457.78,8871693959,8871693959,10325
2019/1/7,'000021,深科技,6.03,6.03,5.77,5.78,5.78,0.25,4.3253,0.6982,10272196,61032394.87,8871693959,8871693959,9516
2019/1/4,'000021,深科技,5.78,5.79,5.51,5.54,5.64,0.14,2.4823,0.4881,7181225,40830192.15,8503879118,8503879118,7558
2019/1/3,'000021,深科技,5.64,5.75,5.63,5.72,5.68,-0.04,-0.7042,0.3036,4466572,25362817.52,8297902807,8297902807,5591
2019/1/2,'000021,深科技,5.68,5.79,5.67,5.79,5.75,-0.07,-1.2174,0.298,4384275,25032188.25,8356753182,8356753182,7160
2018/12/28,'000021,深科技,5.75,5.86,5.69,5.82,5.87,-0.12,-2.0443,0.5438,8000068,45883660.6,8459741337,8459741337,8408
2018/12/27,'000021,深科技,5.87,6.01,5.8,5.89,5.78,0.09,1.5571,0.5819,8561701,50628270.59,8636292461,8636292461,8279
2018/12/26,'000021,深科技,5.78,5.91,5.77,5.9,5.89,-0.11,-1.8676,0.2474,3640433,21255902.74,8503879118,8503879118,4777
2018/12/25,'000021,深科技,5.89,5.96,5.69,5.9,5.98,-0.09,-1.505,0.4411,6489835,37814722.51,8665717648,8665717648,6834
2018/12/24,'000021,深科技,5.98,6.01,5.88,5.92,5.97,0.01,0.1675,0.4054,5964011,35474380.41,8798130991,8798130991,7578
2018/12/21,'000021,深科技,5.97,5.98,5.78,5.81,5.78,0.19,3.2872,0.6761,9947103,58865281.06,8783418397,8783418397,10449
2018/12/20,'000021,深科技,5.78,5.97,5.69,5.94,5.92,-0.14,-2.3649,0.4603,6771768,39512408.81,8503879118,8503879118,7447
2018/12/19,'000021,深科技,5.92,6.05,5.88,6.02,6.02,-0.1,-1.6611,0.4183,6153543,36596804.97,8709855429,8709855429,8591
2018/12/18,'000021,深科技,6.02,6.05,5.95,6,6.06,-0.04,-0.6601,0.4042,5947272,35726034.43,8856981365,8856981365,8895
2018/12/17,'000021,深科技,6.06,6.06,5.9,5.96,5.95,0.11,1.8487,0.4373,6433365,38537114.88,8915831740,8915831740,8373
2018/12/14,'000021,深科技,5.95,6.18,5.93,6.18,6.19,-0.24,-3.8772,0.7233,10641507,64243676.27,8753993210,8753993210,9958
2018/12/13,'000021,深科技,6.19,6.25,6.05,6.09,6.08,0.11,1.8092,0.6714,9877372,60963742.03,9107095457,9107095457,9773
2018/12/12,'000021,深科技,6.08,6.2,6.06,6.14,6.17,-0.09,-1.4587,0.4064,5979673,36597073.44,8945256927,8945256927,6303
2018/12/11,'000021,深科技,6.17,6.18,6.08,6.08,6.1,0.07,1.1475,0.3752,5520745,33870020.99,9077670270,9077670270,6563
2018/12/10,'000021,深科技,6.1,6.17,6.02,6.08,6.11,-0.01,-0.1637,0.4455,6554428,40034469.76,8974682114,8974682114,8146
2018/12/7,'000021,深科技,6.11,6.14,6.04,6.05,6.03,0.08,1.3267,0.3974,5846988,35677935.02,8989394708,8989394708,8024
2018/12/6,'000021,深科技,6.03,6.26,5.98,6.26,6.26,-0.23,-3.6741,0.7722,11360738,68984181.21,8871693959,8871693959,8995
2018/12/5,'000021,深科技,6.26,6.32,6.2,6.26,6.35,-0.09,-1.4173,0.5171,7607827,47511130.44,9210083612,9210083612,7545
2018/12/4,'000021,深科技,6.35,6.38,6.25,6.28,6.29,0.06,0.9539,0.587,8636867,54503732.73,9342496955,9342496955,8895
2018/12/3,'000021,深科技,6.29,6.35,6.19,6.19,6.08,0.21,3.4539,0.9534,14027364,88257353.34,9254221393,9254221393,11994
2018/11/30,'000021,深科技,6.08,6.12,5.95,5.98,5.97,0.11,1.8425,0.5504,8097428,48953527.67,8945256927,8945256927,8246
2018/11/29,'000021,深科技,5.97,6.23,5.94,6.2,6.2,-0.23,-3.7097,0.7849,11548546,70409525.41,8783418397,8783418397,9644
2018/11/28,'000021,深科技,6.2,6.2,6,6.13,6.14,0.06,0.9772,0.6606,9718411,59392263.55,9121808051,9121808051,9066
2018/11/27,'000021,深科技,6.14,6.34,6.06,6.31,6.18,-0.04,-0.6472,0.7609,11194897,68921079.59,9033532489,9033532489,11908
2018/11/26,'000021,深科技,6.18,6.35,5.94,5.94,5.93,0.25,4.2159,1.072,15772512,97528197.52,9092382863,9092382863,13386
2018/11/23,'000021,深科技,5.93,6.23,5.92,6.2,6.19,-0.26,-4.2003,0.6627,9750190,58813771.71,8724568023,8724568023,10512
2018/11/22,'000021,深科技,6.19,6.3,6.08,6.22,6.14,0.05,0.8143,0.6403,9421166,58355982.07,9107095457,9107095457,9801
2018/11/21,'000021,深科技,6.14,6.18,5.93,6.11,6.15,-0.01,-0.1626,1.0386,15281029,92893124.9,9033532489,9033532489,13193
2018/11/20,'000021,深科技,6.15,6.47,6.12,6.42,6.46,-0.31,-4.7988,0.905,13315162,83192748.62,9048245082,9048245082,13428
2018/11/19,'000021,深科技,6.46,6.48,6.3,6.33,6.34,0.12,1.8927,0.6828,10045843,64421334.3,9504335485,9504335485,8688
2018/11/16,'000021,深科技,6.34,6.45,6.2,6.2,6.19,0.15,2.4233,0.9195,13527963,86030842.28,9327784361,9327784361,10362
2018/11/15,'000021,深科技,6.19,6.2,6.03,6.03,6.05,0.14,2.314,0.643,9460803,58120015.94,9107095457,9107095457,8124
2018/11/14,'000021,深科技,6.05,6.14,5.98,6.06,6.06,-0.01,-0.165,0.7293,10730303,65048775.9,8901119146,8901119146,8161
2018/11/13,'000021,深科技,6.06,6.11,5.86,5.93,5.99,0.07,1.1686,0.7649,11253489,67560329.33,8915831740,8915831740,11177
2018/11/12,'000021,深科技,5.99,6,5.65,5.69,5.73,0.26,4.5375,0.7136,10498257,61959848.41,8812843584,8812843584,9540
2018/11/9,'000021,深科技,5.73,5.77,5.66,5.71,5.75,-0.02,-0.3478,0.4203,6183744,35381904.86,8430316150,8430316150,6176
2018/11/8,'000021,深科技,5.75,5.82,5.7,5.75,5.7,0.05,0.8772,0.5221,7680843,44322972.33,8459741337,8459741337,6937
2018/11/7,'000021,深科技,5.7,5.82,5.66,5.67,5.7,0,0,0.6205,9129338,52496910.86,8386178369,8386178369,8263
2018/11/6,'000021,深科技,5.7,5.72,5.56,5.66,5.69,0.01,0.1757,0.4732,6962256,39180038.46,8386178369,8386178369,6745
2018/11/5,'000021,深科技,5.69,5.75,5.6,5.73,5.73,-0.04,-0.6981,0.5911,8696872,49314027,8371465775,8371465775,9108
